n,p,alpha,w_type,min,max,average
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004
100,0.2,0.4,random,0.0,0.39800942135742645,0.0039985794003445305
100,0.2,0.5,degree,0.0,0.05555555555555555,0.005
100,0.2,0.5,random,0.0,0.4948460470962855,0.004999971634776278
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5934262206045205,0.0059997247745176546
100,0.2,0.7,degree,0.0,0.0875,0.007
100,0.2,0.7,random,0.0,0.6908699768418951,0.006999904270502526
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.7943181640912,0.007999857617285937
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009000000000000001
100,0.2,0.9,random,0.0,0.8936661066596299,0.008999859020128488
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.9923350035740534,0.009999626608625427
100,0.2,0.1,degree,0.0,0.011111111111111112,0.001
100,0.2,0.1,random,0.0,0.09951781447726413,0.000999990841344854
100,0.2,0.2,degree,0.0,0.015384615384615385,0.002
100,0.2,0.2,random,0.0,0.19946959991553165,0.0019999484542170846
100,0.2,0.3,degree,0.0,0.03,0.003
100,0.2,0.3,random,0.0,0.2993204145672303,0.0029999728020265732
100,0.2,0.4,degree,0.0,0.04,0.004
100,0.2,0.4,random,0.0,0.39643669740412213,0.003997566597016222
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.4983024930093893,0.004999970272539287
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5941581795165425,0.005999974397695979
100,0.2,0.7,degree,0.0,0.06363636363636363,0.007
100,0.2,0.7,random,0.0,0.6724769040554051,0.006999921650293609
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.7959947301418855,0.007999781649766141
100,0.2,0.9,degree,0.0,0.09,0.009
100,0.2,0.9,random,0.0,0.8659959062132703,0.008997792863555993
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9858123408017527,0.009999721473751833
100,0.2,0.1,degree,0.0,0.009090909090909092,0.0010000000000000002
100,0.2,0.1,random,0.0,0.09847232194463393,0.0009999839204358591
100,0.2,0.2,degree,0.0,0.016666666666666666,0.002
100,0.2,0.2,random,0.0,0.1973258625731762,0.001999980248611652
100,0.2,0.3,degree,0.0,0.024999999999999998,0.003
100,0.2,0.3,random,0.0,0.29494788293649293,0.002999993798587311
100,0.2,0.4,degree,0.0,0.04,0.004000000000000001
100,0.2,0.4,random,0.0,0.3930386050738322,0.003999982868676428
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.48705640672603356,0.004999896482575625
100,0.2,0.6,degree,0.0,0.06,0.006000000000000001
100,0.2,0.6,random,0.0,0.5883202454154078,0.005999965439934926
100,0.2,0.7,degree,0.0,0.07777777777777778,0.006999999999999998
100,0.2,0.7,random,0.0,0.6986143990001528,0.006999978929544227
100,0.2,0.8,degree,0.0,0.05714285714285715,0.008
100,0.2,0.8,random,0.0,0.7973609311957378,0.007999986944648516
100,0.2,0.9,degree,0.0,0.06923076923076923,0.009
100,0.2,0.9,random,0.0,0.8822845110080949,0.008999981467445217
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.9835893287928975,0.009999866307398174
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09940413453467775,0.0009999851423639215
100,0.2,0.2,degree,0.0,0.015384615384615385,0.002
100,0.2,0.2,random,0.0,0.19866536401268786,0.001999981604620226
100,0.2,0.3,degree,0.0,0.023076923076923075,0.003
100,0.2,0.3,random,0.0,0.2903631701767641,0.0029999939948679717
100,0.2,0.4,degree,0.0,0.044444444444444446,0.004
100,0.2,0.4,random,0.0,0.3951039645168279,0.00399992606926592
100,0.2,0.5,degree,0.0,0.038461538461538464,0.005
100,0.2,0.5,random,0.0,0.48966015255920337,0.004999964692451093
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5892907559128395,0.005999890411589618
100,0.2,0.7,degree,0.0,0.06999999999999999,0.006999999999999998
100,0.2,0.7,random,0.0,0.6980491780359366,0.006999988910752681
100,0.2,0.8,degree,0.0,0.08,0.008000000000000002
100,0.2,0.8,random,0.0,0.7896670699140436,0.007999967840621782
100,0.2,0.9,degree,0.0,0.09,0.009
100,0.2,0.9,random,0.0,0.8765314867463628,0.008999962674199733
100,0.2,1.0,degree,0.0,0.1111111111111111,0.01
100,0.2,1.0,random,0.0,0.9954749020484115,0.009999649826933908
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09945350945613601,0.0009999865384146458
100,0.2,0.2,degree,0.0,0.018181818181818184,0.0020000000000000005
100,0.2,0.2,random,0.0,0.19981583539630657,0.0019999171985115687
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.299189399371893,0.0029999865675834295
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004000000000000001
100,0.2,0.4,random,0.0,0.3912246956899696,0.003999991958490553
100,0.2,0.5,degree,0.0,0.05555555555555555,0.005
100,0.2,0.5,random,0.0,0.4989812871518991,0.004999934122899335
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5997156154512288,0.005999977281584344
100,0.2,0.7,degree,0.0,0.05833333333333333,0.006999999999999998
100,0.2,0.7,random,0.0,0.6950313704566548,0.006999976246603893
100,0.2,0.8,degree,0.0,0.06153846153846154,0.008
100,0.2,0.8,random,0.0,0.799141593855333,0.007999779130564873
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8932636382504991,0.00899943934950315
100,0.2,1.0,degree,0.0,0.07692307692307693,0.01
100,0.2,1.0,random,0.0,0.9857234811429029,0.009999961154680423
100,0.2,0.1,degree,0.0,0.0125,0.0010000000000000002
100,0.2,0.1,random,0.0,0.0988494829998757,0.0009999586274547002
100,0.2,0.2,degree,0.0,0.02,0.0020000000000000005
100,0.2,0.2,random,0.0,0.1999684802565126,0.0019999372661850226
100,0.2,0.3,degree,0.0,0.0375,0.003
100,0.2,0.3,random,0.0,0.2976986107676699,0.0029999862715174926
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004000000000000001
100,0.2,0.4,random,0.0,0.39880380066041154,0.003999967361909321
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.48128476531276726,0.004999992591657011
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5915846495402871,0.005999929686832984
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.697011885519731,0.006999796407786724
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.7977599160971542,0.007999903502227868
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.89697361131736,0.008999863236976631
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9927568568961564,0.009999586012427935
100,0.2,0.1,degree,0.0,0.01,0.0010000000000000002
100,0.2,0.1,random,0.0,0.09948600312752146,0.0009999942076368332
100,0.2,0.2,degree,0.0,0.018181818181818184,0.002
100,0.2,0.2,random,0.0,0.19758263641117005,0.0019999961575661355
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.2997404354770683,0.002999969506941543
100,0.2,0.4,degree,0.0,0.04,0.004
100,0.2,0.4,random,0.0,0.3936535445452015,0.003999979527983957
100,0.2,0.5,degree,0.0,0.05555555555555555,0.005
100,0.2,0.5,random,0.0,0.4870499820866758,0.004999761902334752
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5899757348391407,0.005999984083668238
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
100,0.2,0.7,random,0.0,0.6948038927475146,0.006999666856310171
100,0.2,0.8,degree,0.0,0.06153846153846154,0.008
100,0.2,0.8,random,0.0,0.7874930805183071,0.007999891173038433
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8878284929228785,0.008999855182903086
100,0.2,1.0,degree,0.0,0.08333333333333333,0.01
100,0.2,1.0,random,0.0,0.9975748834584713,0.009999859620822468
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.09983897570864414,0.0009999927161419195
100,0.2,0.2,degree,0.0,0.016666666666666666,0.002
100,0.2,0.2,random,0.0,0.19874500549895993,0.00199997633871425
100,0.2,0.3,degree,0.0,0.03333333333333333,0.003
100,0.2,0.3,random,0.0,0.29994050082991514,0.002999741165687787
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004
100,0.2,0.4,random,0.0,0.3949917931237532,0.003999991399472548
100,0.2,0.5,degree,0.0,0.07142857142857142,0.005
100,0.2,0.5,random,0.0,0.49839601097454017,0.004999943545137388
100,0.2,0.6,degree,0.0,0.06666666666666667,0.006
100,0.2,0.6,random,0.0,0.5995683525114367,0.005999933304367968
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
100,0.2,0.7,random,0.0,0.6943039734895886,0.006999948835835357
100,0.2,0.8,degree,0.0,0.1142857142857143,0.008
100,0.2,0.8,random,0.0,0.7901690062297656,0.00799922967014101
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8976018251761474,0.008999914504689548
100,0.2,1.0,degree,0.0,0.125,0.010000000000000002
100,0.2,1.0,random,0.0,0.9799647220029924,0.00999984610646773
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09886234895232034,0.0009999892859540692
100,0.2,0.2,degree,0.0,0.02,0.002
100,0.2,0.2,random,0.0,0.19953449221391487,0.0019999737529069997
100,0.2,0.3,degree,0.0,0.049999999999999996,0.0029999999999999996
100,0.2,0.3,random,0.0,0.29300358667215176,0.0029999181764241763
100,0.2,0.4,degree,0.0,0.05,0.004
100,0.2,0.4,random,0.0,0.3934935896929679,0.003999573736468465
100,0.2,0.5,degree,0.0,0.038461538461538464,0.005
100,0.2,0.5,random,0.0,0.49303006908568825,0.004999993680919877
100,0.2,0.6,degree,0.0,0.075,0.006
100,0.2,0.6,random,0.0,0.5971495595341704,0.0059994337328425325
100,0.2,0.7,degree,0.0,0.0875,0.007
100,0.2,0.7,random,0.0,0.6986186362622632,0.0069999230246603475
100,0.2,0.8,degree,0.0,0.13333333333333333,0.008
100,0.2,0.8,random,0.0,0.7922718365998532,0.007996945099823417
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8968261351517263,0.008999793654257853
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.986823394297969,0.009999905314166535
100,0.2,0.1,degree,0.0,0.011111111111111112,0.001
100,0.2,0.1,random,0.0,0.0994210122664188,0.0009999862984116444
100,0.2,0.2,degree,0.0,0.016666666666666666,0.002
100,0.2,0.2,random,0.0,0.19859445875334192,0.0019999819426575307
100,0.2,0.3,degree,0.0,0.0375,0.003
100,0.2,0.3,random,0.0,0.29981169519876494,0.002999958379326646
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004
100,0.2,0.4,random,0.0,0.3990800658070332,0.003999819559486523
100,0.2,0.5,degree,0.0,0.041666666666666664,0.005
100,0.2,0.5,random,0.0,0.49703625248398436,0.004999962250008033
100,0.2,0.6,degree,0.0,0.075,0.006
100,0.2,0.6,random,0.0,0.5969357289094521,0.005998390199837663
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
100,0.2,0.7,random,0.0,0.6894612343070522,0.006999828738988266
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.7900569997201468,0.007999849644345951
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8981057548274768,0.008999839729220452
100,0.2,1.0,degree,0.0,0.14285714285714285,0.010000000000000002
100,0.2,1.0,random,0.0,0.9733303356622763,0.009999394703280939
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09835168257417932,0.0009999826901401032
100,0.2,0.2,degree,0.0,0.02,0.002
100,0.2,0.2,random,0.0,0.19898843198367483,0.001999989109061287
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.29860489827726877,0.0029999828519677936
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004
100,0.2,0.4,random,0.0,0.39619314551328666,0.003999948296420009
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.4979160794210544,0.004999959050580081
100,0.2,0.6,degree,0.0,0.049999999999999996,0.006
100,0.2,0.6,random,0.0,0.5995964346483509,0.005999947478324456
100,0.2,0.7,degree,0.0,0.05384615384615384,0.007
100,0.2,0.7,random,0.0,0.6925906436460224,0.006999978077825566
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008
100,0.2,0.8,random,0.0,0.7990080988541957,0.007999854533676545
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8946621601257726,0.00899998230296213
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9925369364765038,0.009999878782997088
100,0.2,0.1,degree,0.0,0.01,0.0010000000000000002
100,0.2,0.1,random,0.0,0.09905955341611866,0.0009999953221832892
100,0.2,0.2,degree,0.0,0.018181818181818184,0.002
100,0.2,0.2,random,0.0,0.19966157681923125,0.001999851785022612
100,0.2,0.3,degree,0.0,0.023076923076923075,0.003
100,0.2,0.3,random,0.0,0.29986209583235973,0.0029999330390555285
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004000000000000001
100,0.2,0.4,random,0.0,0.39597028407881074,0.00399989956093587
100,0.2,0.5,degree,0.0,0.041666666666666664,0.005
100,0.2,0.5,random,0.0,0.4996169205133059,0.004999991753128257
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5837459808086716,0.005999938363091488
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.698622028686281,0.006999936374244395
100,0.2,0.8,degree,0.0,0.08888888888888889,0.008
100,0.2,0.8,random,0.0,0.7977522999093744,0.007999909195612689
100,0.2,0.9,degree,0.0,0.09,0.009
100,0.2,0.9,random,0.0,0.884545208085209,0.00899996695039314
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.9980390431579452,0.009999971914909533
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.09811099342781782,0.000999992068154638
100,0.2,0.2,degree,0.0,0.02,0.002
100,0.2,0.2,random,0.0,0.1972446505344717,0.001999290857253343
100,0.2,0.3,degree,0.0,0.023076923076923075,0.003
100,0.2,0.3,random,0.0,0.29672735489102664,0.00299999354651697
100,0.2,0.4,degree,0.0,0.03076923076923077,0.004
100,0.2,0.4,random,0.0,0.3992050689772773,0.003999988291953858
100,0.2,0.5,degree,0.0,0.0625,0.005
100,0.2,0.5,random,0.0,0.49596100269780313,0.004999949352863772
100,0.2,0.6,degree,0.0,0.049999999999999996,0.006
100,0.2,0.6,random,0.0,0.5975971502527062,0.0059999587429407615
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
100,0.2,0.7,random,0.0,0.6987777517683974,0.006999922742411684
100,0.2,0.8,degree,0.0,0.1,0.008000000000000002
100,0.2,0.8,random,0.0,0.7960972987984278,0.007999899601973075
100,0.2,0.9,degree,0.0,0.1,0.009
100,0.2,0.9,random,0.0,0.899439704578164,0.008999946532224943
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.9760220140021497,0.009999985864959789
100,0.2,0.1,degree,0.0,0.007692307692307693,0.0010000000000000002
100,0.2,0.1,random,0.0,0.09997040953206454,0.0009999948284198019
100,0.2,0.2,degree,0.0,0.03333333333333333,0.0020000000000000005
100,0.2,0.2,random,0.0,0.198868470851701,0.0019994531754351317
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.2987514226539242,0.0029999888315513463
100,0.2,0.4,degree,0.0,0.03076923076923077,0.004
100,0.2,0.4,random,0.0,0.39412976843253444,0.003999955833559553
100,0.2,0.5,degree,0.0,0.038461538461538464,0.005
100,0.2,0.5,random,0.0,0.49995692054992175,0.0049999202921661495
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5753300382564897,0.005999863944304135
100,0.2,0.7,degree,0.0,0.06363636363636363,0.007
100,0.2,0.7,random,0.0,0.6976736809369124,0.006999951394866184
100,0.2,0.8,degree,0.0,0.06666666666666667,0.008000000000000002
100,0.2,0.8,random,0.0,0.792379745822211,0.007999800937069663
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.898461762159358,0.008999903175168333
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9931071814205017,0.009999532053993723
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.0995874035618495,0.0009999950742290756
100,0.2,0.2,degree,0.0,0.02,0.002
100,0.2,0.2,random,0.0,0.19834689550264128,0.0019999938625537054
100,0.2,0.3,degree,0.0,0.024999999999999998,0.003
100,0.2,0.3,random,0.0,0.296604959389149,0.0029999909588550454
100,0.2,0.4,degree,0.0,0.04,0.004000000000000001
100,0.2,0.4,random,0.0,0.3984671519724204,0.0039999953639585336
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.4968757382097336,0.004999986260878836
100,0.2,0.6,degree,0.0,0.049999999999999996,0.005999999999999999
100,0.2,0.6,random,0.0,0.595896762306391,0.005999973739689819
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.697250148133993,0.006999990318790311
100,0.2,0.8,degree,0.0,0.06153846153846154,0.008
100,0.2,0.8,random,0.0,0.7946673751429606,0.007999878653206699
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8926171595895183,0.008999970906681063
